2687.2132134129997	2687.2132134129997	2687.2132134129997
2090.213423541	2090.213423541	2090.213423541
2688.2132134129997	2688.2132134129997	2688.2132134129997
2091.213423541	2091.213423541	2091.213423541
2689.2132134129997	2689.2132134129997	2689.2132134129997
2092.213423541	2092.213423541	2092.213423541
2690.2132134129997	2690.2132134129997	2690.2132134129997
2093.213423541	2093.213423541	2093.213423541
2691.2132134129997	2691.2132134129997	2691.2132134129997
2094.213423541	2094.213423541	2094.213423541
2692.2132134129997	2692.2132134129997	2692.2132134129997
2095.213423541	2095.213423541	2095.213423541
2693.2132134129997	2693.2132134129997	2693.2132134129997
2096.213423541	2096.213423541	2096.213423541
2694.2132134129997	2694.2132134129997	2694.2132134129997
2097.213423541	2097.213423541	2097.213423541
2695.2132134129997	2695.2132134129997	2695.2132134129997
2098.213423541	2098.213423541	2098.213423541
2696.2132134129997	2696.2132134129997	2696.2132134129997
2099.213423541	2099.213423541	2099.213423541
2697.2132134129997	2697.2132134129997	2697.2132134129997
2100.213423541	2100.213423541	2100.213423541
2698.2132134129997	2698.2132134129997	2698.2132134129997
2101.213423541	2101.213423541	2101.213423541
2699.2132134129997	2699.2132134129997	2699.2132134129997
2102.213423541	2102.213423541	2102.213423541
2700.2132134129997	2700.2132134129997	2700.2132134129997
2103.213423541	2103.213423541	2103.213423541
2701.2132134129997	2701.2132134129997	2701.2132134129997
2104.213423541	2104.213423541	2104.213423541
2702.2132134129997	2702.2132134129997	2702.2132134129997
2105.213423541	2105.213423541	2105.213423541
2703.2132134129997	2703.2132134129997	2703.2132134129997
2106.213423541	2106.213423541	2106.213423541
2234.213412341	2234.213412341	2234.213412341
2704.2132134129997	2704.2132134129997	2704.2132134129997
2107.213423541	2107.213423541	2107.213423541
2235.213412341	2235.213412341	2235.213412341
2705.2132134129997	2705.2132134129997	2705.2132134129997
2108.213423541	2108.213423541	2108.213423541
2236.213412341	2236.213412341	2236.213412341
2706.2132134129997	2706.2132134129997	2706.2132134129997
2109.213423541	2109.213423541	2109.213423541
2237.213412341	2237.213412341	2237.213412341
2707.2132134129997	2707.2132134129997	2707.2132134129997
2110.213423541	2110.213423541	2110.213423541
2238.213412341	2238.213412341	2238.213412341
2708.2132134129997	2708.2132134129997	2708.2132134129997
2111.213423541	2111.213423541	2111.213423541
2239.213412341	2239.213412341	2239.213412341
2709.2132134129997	2709.2132134129997	2709.2132134129997
2112.213423541	2112.213423541	2112.213423541
2240.213412341	2240.213412341	2240.213412341
2710.2132134129997	2710.2132134129997	2710.2132134129997
2113.213423541	2113.213423541	2113.213423541
2241.213412341	2241.213412341	2241.213412341
2711.2132134129997	2711.2132134129997	2711.2132134129997
2114.213423541	2114.213423541	2114.213423541
2242.213412341	2242.213412341	2242.213412341
2712.2132134129997	2712.2132134129997	2712.2132134129997
2115.213423541	2115.213423541	2115.213423541
2243.213412341	2243.213412341	2243.213412341
2713.2132134129997	2713.2132134129997	2713.2132134129997
2116.213423541	2116.213423541	2116.213423541
2244.213412341	2244.213412341	2244.213412341
2714.2132134129997	2714.2132134129997	2714.2132134129997
2117.213423541	2117.213423541	2117.213423541
2245.213412341	2245.213412341	2245.213412341
2715.2132134129997	2715.2132134129997	2715.2132134129997
2118.213423541	2118.213423541	2118.213423541
2246.213412341	2246.213412341	2246.213412341
2716.2132134129997	2716.2132134129997	2716.2132134129997
2119.213423541	2119.213423541	2119.213423541
2247.213412341	2247.213412341	2247.213412341
2717.2132134129997	2717.2132134129997	2717.2132134129997
2120.213423541	2120.213423541	2120.213423541
2248.213412341	2248.213412341	2248.213412341
2718.2132134129997	2718.2132134129997	2718.2132134129997
2121.213423541	2121.213423541	2121.213423541
2249.213412341	2249.213412341	2249.213412341
2719.2132134129997	2719.2132134129997	2719.2132134129997
2122.213423541	2122.213423541	2122.213423541
2250.213412341	2250.213412341	2250.213412341
2720.2132134129997	2720.2132134129997	2720.2132134129997
2123.213423541	2123.213423541	2123.213423541
2251.213412341	2251.213412341	2251.213412341
2721.2132134129997	2721.2132134129997	2721.2132134129997
2124.213423541	2124.213423541	2124.213423541
2252.213412341	2252.213412341	2252.213412341
2722.2132134129997	2722.2132134129997	2722.2132134129997
2125.213423541	2125.213423541	2125.213423541
2253.213412341	2253.213412341	2253.213412341
2723.2132134129997	2723.2132134129997	2723.2132134129997
2126.213423541	2126.213423541	2126.213423541
2254.213412341	2254.213412341	2254.213412341
2724.2132134129997	2724.2132134129997	2724.2132134129997
2127.213423541	2127.213423541	2127.213423541
2255.213412341	2255.213412341	2255.213412341
2725.2132134129997	2725.2132134129997	2725.2132134129997
2128.213423541	2128.213423541	2128.213423541
2256.213412341	2256.213412341	2256.213412341
2726.2132134129997	2726.2132134129997	2726.2132134129997
2129.213423541	2129.213423541	2129.213423541
2257.213412341	2257.213412341	2257.213412341
2727.2132134129997	2727.2132134129997	2727.2132134129997
2130.213423541	2130.213423541	2130.213423541
2258.213412341	2258.213412341	2258.213412341
2728.2132134129997	2728.2132134129997	2728.2132134129997
2131.213423541	2131.213423541	2131.213423541
2259.213412341	2259.213412341	2259.213412341
2729.2132134129997	2729.2132134129997	2729.2132134129997
2132.213423541	2132.213423541	2132.213423541
2260.213412341	2260.213412341	2260.213412341
2730.2132134129997	2730.2132134129997	2730.2132134129997
2133.213423541	2133.213423541	2133.213423541
