2.34688114022773985923e+00      6.15553427599873970166e+00      
2.84406220404903553600e+00      3.25444647426499145126e+00      
8.52169148848113700012e+00      4.16339225037425286757e+00      
6.28134877608297426121e+00      3.22123762844394345706e+00      
8.66852647770681272732e+00      5.68787748200622544914e+00      
8.69310385198085633363e+00      4.24632158327912456741e+00      
4.19204605430216403761e+00      3.42730318011054713168e+00      
2.66142974488945016631e+00      3.18143436779800792280e+00      
4.70499037513186557646e+00      2.59547167213838747557e+00      
2.15770868515086089445e+00      5.97411680273605760760e+00      
6.56294223061058090707e+00      4.49183835894240779396e+00      
6.57706287339438855355e+00      3.28015252110962629573e+00      
4.41370124745405068012e+00      5.40025067553263937725e+00      
4.05921594615244973880e+00      3.99079660882289211088e+00      
3.69231493940909816232e+00      7.40152013228205518658e+00      
8.43753499762082981306e+00      3.87862643391806605209e+00      
6.60064457731598430712e+00      5.92975999626799854525e+00      
8.62596058494062134514e+00      6.14875238495350640022e+00      
5.92578717218245287768e+00      6.71882673544854114311e+00      
4.65570536776546983759e+00      6.29703737388503625994e+00      
8.62596058494062134514e+00      6.14875238495350640022e+00      
4.96709953264267500828e+00      8.68081516484383541865e+00      
3.06107272332500190970e+00      3.21313548468521936741e+00      
2.41385200317540249415e+00      4.09664363295769007323e+00      
2.59799907719635125858e+00      5.89995461369901796900e+00      
4.28479423743722254159e+00      3.43134953014136323546e+00      
3.88599544002601682280e+00      6.57000255200248517440e+00      
6.37743597354102575991e+00      4.31457494620885295689e+00      
4.70499037513186557646e+00      2.59547167213838747557e+00      
6.57706287339438855355e+00      3.28015252110962629573e+00      
4.45693370986320402949e+00      5.77407366473521843631e+00      
4.73630319054057125072e+00      4.30220391225263476542e+00      
5.44862636805776290316e+00      6.24646631927394579975e+00      
3.69231493940909816232e+00      7.40152013228205518658e+00      
6.54529600732173122424e+00      6.02073152714532611185e+00      
6.03925619061075202865e+00      7.61330258112830282613e+00      
2.61805668404827596163e+00      3.92798316414312065348e+00      
2.41308323585097550534e+00      4.87388693721514254520e+00      
5.81931698931894736404e+00      6.67825767865271391344e+00      
6.36657317796316135627e+00      5.04790404822127669604e+00      
2.30928717227462465544e+00      6.68269672245280510481e+00      
4.69991733319312743333e+00      3.25334836379953484808e+00      
4.96709953264267500828e+00      8.68081516484383541865e+00      
6.95381042817040651016e+00      6.77671768201216906391e+00      
8.37210756204285111437e+00      3.60988128492946414028e+00      
8.68147100520739378737e+00      5.20502667678925945438e+00      
3.65488955882145472032e+00      2.73746236325020220193e+00      
2.51345229069379438869e+00      3.47194007685494199222e+00      
3.74499883246405440573e+00      3.82874431104987600349e+00      
4.49839895715692428269e+00      3.71730455871087794861e+00      
2.68164389364075805844e+00      5.62413611294597082235e+00      
4.70499037513186557646e+00      2.59547167213838747557e+00      
4.65319168978062513986e+00      6.57387150352881644011e+00      
3.88599544002601682280e+00      6.57000255200248517440e+00      
6.24668211123671213159e+00      4.24629082449157913004e+00      
5.44228874910566950973e+00      5.13171570678352129136e+00      
4.28795082539180061332e+00      5.54342207148859511534e+00      
4.33214897010138777489e+00      4.44382949002186844467e+00      
5.44228874910566950973e+00      5.13171570678352129136e+00      
4.83050780424312176109e+00      4.97480748510539427798e+00      
5.62878818941961256428e+00      6.41029004755085018985e+00      
6.82399322577800049316e+00      4.57047065373343031069e+00      
8.59584828625281538450e+00      6.49589683917829496806e+00      
6.03925619061075202865e+00      7.61330258112830282613e+00      
3.69231493940909816232e+00      7.40152013228205518658e+00      
8.68494928271825372690e+00      4.03224564998479273470e+00      
2.71835687012972204712e+00      4.18531932817277052550e+00      
